name_zh,name_en,booth_no,hall,country,category,description,website,directory_url,pdfs
宁波益诺生智能制造有限公司,"Ningbo Enorsen Intelligent Manufacturing Co., Ltd",N4-D208,N4,CHINA,cat-17,宁波益诺生智能制造有限公司是一家专业从事医疗器械数字化生产服务、医疗器械捡漏方案供应商、生产过程数据采集提供商、血液净化制品制造系统解决方案服务商、医用耗材制造系统服务商、医疗技术咨询、技术培训等为一体的综合性科技公司。公司主营：体外循环血路自动化装配流水线、麻醉呼吸耗材自动化装配流水线、全自动医用耗材上胶机、多功能空气检漏仪、正负压流量检测仪、多功能拉力测试仪、医疗器械生产工艺验证服务。,http://www.enorsen.cn/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467102/ningbo-enorsen-intelligent-manufacturing-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-01-21/77B14ABD4D5F4262B1CEBBB9C615E524.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-21/518498AA65DB157EEF3C399D79548F00.pdf
宁波欧莱克精密制管有限公司,"Ningbo OULAIKE Metal Capillary Technology Co.,Ltd",N2-G409,N2,CHINA,cat-02,公司成立于2012年，坐落于宁波高新区。公司在制管行业已经经营了近40年。公司通过ISO9000质量体系认证。创立至今，一直致力于高精度金属毛细管及其衍生产品的研发与制造，精度可达到“微米”级。产品特别专注于稀有金属、特种材料、超细毛细管、超薄壁毛细管，超高精度毛细管等领域。代表产品：显影环（医疗）、穿刺针（医疗）。公司有独立的研发团队，具备很强的研发能力，可完成对特殊专用机械的设计、改造，来满足生产需要，为客户提供个性化的产品。也可以大规模集约化生产常规产品，现拥有3000平米的标准化厂房，10多条毛细管生产线及完善的后续加工设备群，产能可满足世界级企业的需求。,http://www.nboulaike.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467103/ningbo-oulaike-metal-capillary-technology-co--ltd,https://image.imconlinereg.com/mm-mtc/2026-07-18/849C8F7B73F8B0EF38AE20612446EDAB.pdf
上海世衡泰新材料科技有限公司,"Shanghai Hong Tungsten Technology Co., Ltd.",N1-A306,N1,CHINA,cat-02,上海世衡泰新材料科技有限公司，是一家专业从事钨、钼、钽等难熔金属产品的生产、销售的现代化企业。公司致力于用品质稳定的原料，多样化定制加工服务，为客户提供性能卓越的耐高温零部件。  我们的生物医疗产品拥有独立知识产权，适应医疗科技的改革与发展。极锋利针尖电极在微创及开放性手术中，切割性能与凝固性能均有不俗表现；射频等离子消融电极不粘连肌体组织、不起烟雾，在消融手术中发挥重要作用；超细金属丝柔软有韧性，是介入及支架导管等不可或缺的一部分。,https://www.cshttm.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467104/shanghai-hong-tungsten-technology-co---ltd-,https://image.imconlinereg.com/mm-mtc/2025-06-18/9670E735418CA0CEDDB47D6B8B258358.pdf
盘起工业（大连）有限公司,"PUNCH INDUSTRY（DALIAN ）CO.,LTD",N1-B701,N1,JAPAN,cat-02,"盘起工业（大连）有限公司是日本盘起工业株式会社于 1990年在中国大连投资兴建的外商独资企业，是中国模具零部件生产龙头企业。凭借先进的技术、精密的设备和科学的管理始终保持着行业领导者的地位，本社于2012年在日本东京证券交易所成功上市。盘起工业分别在中国大连、瓦房店、东莞、无锡、重庆设立生产基地，总占地面积69,000平方米，拥有员工近3,000人，主要加工设备1,000余台，检测设备100余台。经过在中国境内30多年的发展，目前主营产品包括冲压模具、塑料模具、汽车冲模标准件及FA工厂自动化零件等产品，共计115大类，40,000余种产品。同时深耕冷锻、压铸、热流道、型腔、半导体、医疗、航空航天、精密机械、包装等行业，具有丰富的研发、制造经验，以专业的解决方案赢得了广大客户的信赖。仅国内已拥有30多个营业所，营销网络遍布全球，为您提供及时周到的服务。",http://www.punch.com.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467105/punch-industry（dalian-）co--ltd,
佛山市锐义弹簧精密制造有限公司,"Foshan Rui Yi Electrical Appliance Co., Ltd.",N2-H210,N2,CHINA,cat-02,佛山市锐义弹簧精密制造有限公司位于中国广东省佛山市顺德区，厂房面积3000多平方米，是一家专业生产各种精密五金的企业，我们产品广泛用于医疗器械、电子设备、电器、通讯等领域，月产能8000万件。公司拥有一流的设计、开发团队，能够配合客户的产品特性及使用要求，设计适合客户要求的高精密产品。我司于2012年全面推进ISO9001:2000国际质量体系，2020年全面推进ISO13485:2016医疗器械质量管理体系认证，全面执行ROHS指令。公司始终坚持“技术创新、信誉第一、积极发展、与时俱进”的经营理念，与客户建立稳定、长期、双赢的合作关系，通力协作，共同发展。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467106/foshan-rui-yi-electrical-appliance-co---ltd-,
深圳仁长久医疗科技有限公司,Shenzhen Renchang9 Medtech Co..Ltd.,N3-A601,N3,CHINA,cat-05,深圳仁长久医疗科技有限公司位于深圳市坪山区生物医药产业园，从事医用导管生产，模具开发，介入零配件加工，导管加工设备(尖端成型机、打孔机、各种工装夹具，CNC加工)，为客户提供“医用介入耗材配件一站式”加工服务。公司目前有万级洁净厂房 1500平方米，有3条挤出机产线以及立式注塑机、卧式注塑机、尖岩机、打孔机、UV隧道炉、超声波悍接等配套设备，导管生产能力位居国内前列，多名行业经验15 年以上的员工，以其熟练的操作技巧，精湛的工艺，为行业提供持续优化的精密导管解决方案，2021 年已取得 IS013485 认证,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467107/shenzhen-renchang9-medtech-co--ltd-,https://image.imconlinereg.com/mm-mtc/2026-07-27/5185E2B086E79641262A45CBD05D0BB6.pdf
禧利康（苏州）医疗器械有限公司,"Suzhou Silicone Precision Co., Ltd",N2-D405,N2,CHINA,cat-01,苏州喜亿康精密科技有限公司，坐落于著名江南——苏州。公司成立于2018年，一期投资金额达500万人民币，现有工厂面积1500平米，目前有员工20余人，其中拥有多名从事硅橡胶制品行业15年以上经验的技术/管理人才，是一家集开发、生产及销售高精密度液态硅胶产品的民营独资企业。公司拥有10万级的洁净车间，精密的冷流道注射模具，一流的液态硅胶生产设备，卓越的质量管控系统，先进的液态硅胶工艺，可为各类顾客提供优质的售后服务。,https://www.xyk-lsr.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467108/suzhou-silicone-precision-co---ltd,https://image.imconlinereg.com/mm-mtc/2025-07-17/6C905A8BF2BE11AAE9142F9A24D6800A.pdf
上海企正国际贸易有限公司,"Shanghai Qizheng International Trading Co.,Ltd",N2-A208,N2,CHINA,cat-01,"专业从事高性能工程塑料及其他化工材料的分销业务，产品涉及瑞士EMS，沙特SABIC塑料,芬兰PREMIX，日本三井化学等公司的战略合作伙伴，覆盖通讯，医疗，汽车，工业等市场领域。  拥有一支以销售工程师为主体专业经营团队，坚持以客户满意度为企业行为最高价值取向的经营理念，以客户需求为导向，怀着对客户感恩，诚信之心，不断改进和完善营销服务体系，竭力为客户提供最优的材料解决方案，更多、更满意的增值服务。   始终不渝地致力于在生产厂商和客户之间构建起一座安全、便捷、舒心的商业桥梁。",https://www.sh-zx.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467109/shanghai-qizheng-international-trading-co--ltd,
上海朗铄电源科技有限公司,"Shanghai Langshuo Power Technology Co., Ltd",N3-A203,N3,CHINA,cat-14,上海朗铄电源科技有限公司是一家专业从事各类精密焊接设备研发、销售、服务的技术型企业。 公司主营产品有：微束精密等离子焊接机、精密电阻焊机、精密微弧焊机、变频斩波聚弧深熔焊机等……各类精密焊接设备。 公司研发的各类精密焊接设备，广泛应用于医疗、精密加工、新能源、航空航天、军工等行业，成为精密加工焊接行业不可或缺的帮手,http://www.shlangshuo.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467110/shanghai-langshuo-power-technology-co---ltd,
深圳旭茂科技有限公司,SHENZHEN XUMAO TECHNOLOGY CO LTD,N3-A605,N3,CHINA,cat-04,深圳旭茂科技有限公司是一家致力于高分子材料及高端医疗胶粘剂研发、生产、销售、技术服务一体的专业化公司。公司生产基地位于山东省烟台市，拥有先进的生产及检查设备且建有十万级净化车间。 公司的医疗用胶主要有：医用级光固化胶和、医用级硅胶粘接剂、医用级环氧胶、医用级瞬间胶。随着医疗行业的飞速发展及工艺改进日新月异，对胶粘剂不断提出更高要求，为了更好的满足市场和客户需求，公司秉承“信誉第一，让客户满意”的价值观，并严格执行“精益求精，顾客至上”的质量方针要求自己，在技术服务端一直完美呈现。同时本公司还可根据客户不同的特殊需要，提供不同需求定制胶粘解决方案，致力为您提供最高效、经济的差异化服务。,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467111/shenzhen-xumao-technology-co-ltd,https://image.imconlinereg.com/mm-mtc/2025-06-03/A57DA29D90B0E03391A4C3154499C5E5.pdf
上海凡云新材料有限公司,"Shanghai Fan Yun New Materials Co., LTD",N3-F408,N3,CHINA,cat-01,上海凡云新材料有限公司成立于2003年，长期专注于工程塑料、特种工程塑料、定制改性塑料和特种化工添加剂的应用开发与代理经销，为客户提供系统专业的供应链服务。公司现为威格斯(Victrex)PEEK授权经销商、世索科（Syensqo）聚砜类材料中国区授权经销商。作为工程塑料的集大成优势供应商，公司在PEI、PPS、PAI、PC、PBT、PET、PPA、PA6、PA66、PA46、POM、RTP改性料、碳纤维、半成品等其它特种改性料中同样保持长期优势与专注。同时，我们还为客户提供高温特种材料注塑、机加工等成型综合解决方案。上海凡云致力于以深厚的行业技术积淀与专业配套服务，为客户创造长效价值！,https://www.shtnc.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467112/shanghai-fan-yun-new-materials-co---ltd,
青岛星创医疗科技有限公司,"Qingdao Starlit Medical Technology Co,. Ltd.",N2-G202,N2,CHINA,cat-01,青岛星创医疗科技有限公司成立于2014年5月，坐落在负有中国橡塑摇篮盛名的青岛科技大学内，是一家集研发、生产、销售医用内镜诊疗耗材关键部件的创新科技公司，致力于天然乳胶、橡塑等材料工程在医学内镜诊疗这一新兴领域的应用研究。         公司与国家橡塑重点实验室产学合作，已拥有博士、硕士、外聘博后专家组成的研发团队，通过应用更先进的新型材料及工艺技术实现产品升级，积极参与国际内窥诊疗技术发展前沿相关研究，迅速开发新的应用产品。在这一领域，我们汇聚了宝贵的信息资源，并为医院、学术机构、客户及诊疗机构提供技术支持。,https://www.starlitmedical.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467113/qingdao-starlit-medical-technology-co---ltd-,https://image.imconlinereg.com/mm-mtc/2025-08-07/59161585865F074DB3922369D1FFDB9B.pdf
苏州纳森超声科技有限公司,Nasonic (Suzhou) Co. Ltd,N2-G502,N2,CHINA,cat-14,苏州纳森超声科技有限公司成立于2013年，是一家专注于生物医疗领域超声波技术系统应用和产品开发的科技型企业。公司产品主要应用于医疗器械、微纳米涂层、生物制药、生物仪器、水生物处理、美容保健等领域；目前公司生产的医疗器械核心件有：超声微创手术刀、介入式体内超声碎石刀、超声清创等；生产的相关设备有：超声精密喷涂设备、台式超声喷涂设备、超声声动力药物促渗设备、超声细胞处理仪、非接触式混匀仪、美容减肥仪、超声生物提取设备、超声水生物处理设备、实验室超声清洗设备等。 公司通过了ISO9001质量体系认证，现有厂房4000多平方米，拥有40多项专利，设有江苏省研究生工作站和苏州科技大学产学研产业基地。,http://www.nasonic.com.cn/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467114/nasonic-(suzhou)-co--ltd,https://image.imconlinereg.com/mm-mtc/2025-07-12/E8ECB592153AB320AAC27D4639EF2E36.pdf
